,Datetime,Date,Time,Adj Close
147,2024-03-19 09:30:00-04:00,19/03/2024,9:30:00,174.7050018
148,2024-03-19 10:30:00-04:00,19/03/2024,10:30:00,174.8399963
149,2024-03-19 11:30:00-04:00,19/03/2024,11:30:00,175.3099976
150,2024-03-19 12:30:00-04:00,19/03/2024,12:30:00,175.6450043
151,2024-03-19 13:30:00-04:00,19/03/2024,13:30:00,176.4250031
152,2024-03-19 14:30:00-04:00,19/03/2024,14:30:00,176.3300018
153,2024-03-19 15:30:00-04:00,19/03/2024,15:30:00,176.0800018
154,2024-03-20 09:30:00-04:00,20/03/2024,9:30:00,176.1605072
155,2024-03-20 10:30:00-04:00,20/03/2024,10:30:00,176.059906
156,2024-03-20 11:30:00-04:00,20/03/2024,11:30:00,176.3800964
157,2024-03-20 12:30:00-04:00,20/03/2024,12:30:00,176.3249969
158,2024-03-20 13:30:00-04:00,20/03/2024,13:30:00,177.0075073
159,2024-03-20 14:30:00-04:00,20/03/2024,14:30:00,178.2149963
160,2024-03-20 15:30:00-04:00,20/03/2024,15:30:00,178.6600037
161,2024-03-21 09:30:00-04:00,21/03/2024,9:30:00,175.0218048
162,2024-03-21 10:30:00-04:00,21/03/2024,10:30:00,172.8213043
163,2024-03-21 11:30:00-04:00,21/03/2024,11:30:00,172.5650024
164,2024-03-21 12:30:00-04:00,21/03/2024,12:30:00,172.1083069
165,2024-03-21 13:30:00-04:00,21/03/2024,13:30:00,171.0749969
166,2024-03-21 14:30:00-04:00,21/03/2024,14:30:00,171.25
167,2024-03-21 15:30:00-04:00,21/03/2024,15:30:00,171.3999939
168,2024-03-22 09:30:00-04:00,22/03/2024,9:30:00,171.7857056
169,2024-03-22 10:30:00-04:00,22/03/2024,10:30:00,172.2599945
170,2024-03-22 11:30:00-04:00,22/03/2024,11:30:00,172.3650055
171,2024-03-22 12:30:00-04:00,22/03/2024,12:30:00,172.6139984
172,2024-03-22 13:30:00-04:00,22/03/2024,13:30:00,172.625
173,2024-03-22 14:30:00-04:00,22/03/2024,14:30:00,172.9868927
174,2024-03-22 15:30:00-04:00,22/03/2024,15:30:00,172.25
175,2024-03-25 09:30:00-04:00,25/03/2024,9:30:00,170.0399933
176,2024-03-25 10:30:00-04:00,25/03/2024,10:30:00,170.1199951
177,2024-03-25 11:30:00-04:00,25/03/2024,11:30:00,170.7378998
178,2024-03-25 12:30:00-04:00,25/03/2024,12:30:00,171.3650055
179,2024-03-25 13:30:00-04:00,25/03/2024,13:30:00,171.3300018
180,2024-03-25 14:30:00-04:00,25/03/2024,14:30:00,171.5579987
181,2024-03-25 15:30:00-04:00,25/03/2024,15:30:00,170.8600006
182,2024-03-26 09:30:00-04:00,26/03/2024,9:30:00,170.7200012
183,2024-03-26 10:30:00-04:00,26/03/2024,10:30:00,170.651001
184,2024-03-26 11:30:00-04:00,26/03/2024,11:30:00,171.2346954
185,2024-03-26 12:30:00-04:00,26/03/2024,12:30:00,170.8200073
186,2024-03-26 13:30:00-04:00,26/03/2024,13:30:00,170.5200043
187,2024-03-26 14:30:00-04:00,26/03/2024,14:30:00,170.5399933
188,2024-03-26 15:30:00-04:00,26/03/2024,15:30:00,169.8150024
189,2024-03-27 09:30:00-04:00,27/03/2024,9:30:00,172.0449982
190,2024-03-27 10:30:00-04:00,27/03/2024,10:30:00,172.4550018
191,2024-03-27 11:30:00-04:00,27/03/2024,11:30:00,172.0467987
192,2024-03-27 12:30:00-04:00,27/03/2024,12:30:00,172.2599945
193,2024-03-27 13:30:00-04:00,27/03/2024,13:30:00,172.75
194,2024-03-27 14:30:00-04:00,27/03/2024,14:30:00,172.9900055
195,2024-03-27 15:30:00-04:00,27/03/2024,15:30:00,173.4100037
196,2024-03-28 09:30:00-04:00,28/03/2024,9:30:00,171.1950073
197,2024-03-28 10:30:00-04:00,28/03/2024,10:30:00,170.8350067
198,2024-03-28 11:30:00-04:00,28/03/2024,11:30:00,171.1692047
199,2024-03-28 12:30:00-04:00,28/03/2024,12:30:00,170.9649963
200,2024-03-28 13:30:00-04:00,28/03/2024,13:30:00,171.7801056
201,2024-03-28 14:30:00-04:00,28/03/2024,14:30:00,172.1398926
202,2024-03-28 15:30:00-04:00,28/03/2024,15:30:00,171.5200043
203,2024-04-01 09:30:00-04:00,01/04/2024,9:30:00,170.0899048
204,2024-04-01 10:30:00-04:00,01/04/2024,10:30:00,169.8450012
205,2024-04-01 11:30:00-04:00,01/04/2024,11:30:00,169.8950043
206,2024-04-01 12:30:00-04:00,01/04/2024,12:30:00,169.9156952
207,2024-04-01 13:30:00-04:00,01/04/2024,13:30:00,169.9949951
208,2024-04-01 14:30:00-04:00,01/04/2024,14:30:00,169.9349976
209,2024-04-01 15:30:00-04:00,01/04/2024,15:30:00,170.0099945
210,2024-04-02 09:30:00-04:00,02/04/2024,9:30:00,169.0399933
211,2024-04-02 10:30:00-04:00,02/04/2024,10:30:00,168.8321991
212,2024-04-02 11:30:00-04:00,02/04/2024,11:30:00,168.6649933
213,2024-04-02 12:30:00-04:00,02/04/2024,12:30:00,168.9949951
214,2024-04-02 13:30:00-04:00,02/04/2024,13:30:00,168.9199982
215,2024-04-02 14:30:00-04:00,02/04/2024,14:30:00,168.9750061
216,2024-04-02 15:30:00-04:00,02/04/2024,15:30:00,168.9400024
217,2024-04-03 09:30:00-04:00,03/04/2024,9:30:00,170.0366974
218,2024-04-03 10:30:00-04:00,03/04/2024,10:30:00,170.5200043
219,2024-04-03 11:30:00-04:00,03/04/2024,11:30:00,170.3200073
220,2024-04-03 12:30:00-04:00,03/04/2024,12:30:00,170.2350006
221,2024-04-03 13:30:00-04:00,03/04/2024,13:30:00,170.1970062
222,2024-04-03 14:30:00-04:00,03/04/2024,14:30:00,169.5249939
223,2024-04-03 15:30:00-04:00,03/04/2024,15:30:00,169.6600037
224,2024-04-04 09:30:00-04:00,04/04/2024,9:30:00,171.0099945
225,2024-04-04 10:30:00-04:00,04/04/2024,10:30:00,171.2700043
226,2024-04-04 11:30:00-04:00,04/04/2024,11:30:00,171.7203064
227,2024-04-04 12:30:00-04:00,04/04/2024,12:30:00,171.5399933
228,2024-04-04 13:30:00-04:00,04/04/2024,13:30:00,169.75
229,2024-04-04 14:30:00-04:00,04/04/2024,14:30:00,169.0410004
230,2024-04-04 15:30:00-04:00,04/04/2024,15:30:00,168.8899994
231,2024-04-05 09:30:00-04:00,05/04/2024,9:30:00,169.2200012
232,2024-04-05 10:30:00-04:00,05/04/2024,10:30:00,169.4649963
233,2024-04-05 11:30:00-04:00,05/04/2024,11:30:00,170.1699982
234,2024-04-05 12:30:00-04:00,05/04/2024,12:30:00,170.0740051
235,2024-04-05 13:30:00-04:00,05/04/2024,13:30:00,169.5003052
236,2024-04-05 14:30:00-04:00,05/04/2024,14:30:00,169.8899994
237,2024-04-05 15:30:00-04:00,05/04/2024,15:30:00,169.5700073
238,2024-04-08 09:30:00-04:00,08/04/2024,9:30:00,168.8200073
239,2024-04-08 10:30:00-04:00,08/04/2024,10:30:00,168.8150024
240,2024-04-08 11:30:00-04:00,08/04/2024,11:30:00,168.4123993
241,2024-04-08 12:30:00-04:00,08/04/2024,12:30:00,168.6450043
242,2024-04-08 13:30:00-04:00,08/04/2024,13:30:00,168.7901001
243,2024-04-08 14:30:00-04:00,08/04/2024,14:30:00,168.7850037
244,2024-04-08 15:30:00-04:00,08/04/2024,15:30:00,168.4600067
245,2024-04-09 09:30:00-04:00,09/04/2024,9:30:00,169.4700012
246,2024-04-09 10:30:00-04:00,09/04/2024,10:30:00,168.6950073
247,2024-04-09 11:30:00-04:00,09/04/2024,11:30:00,169.0700073
248,2024-04-09 12:30:00-04:00,09/04/2024,12:30:00,169.2599945
249,2024-04-09 13:30:00-04:00,09/04/2024,13:30:00,168.5850067
250,2024-04-09 14:30:00-04:00,09/04/2024,14:30:00,169.2525024
251,2024-04-09 15:30:00-04:00,09/04/2024,15:30:00,169.6900024
252,2024-04-10 09:30:00-04:00,10/04/2024,9:30:00,168.0299988
253,2024-04-10 10:30:00-04:00,10/04/2024,10:30:00,167.9149933
254,2024-04-10 11:30:00-04:00,10/04/2024,11:30:00,168.0149994
255,2024-04-10 12:30:00-04:00,10/04/2024,12:30:00,168.1349945
256,2024-04-10 13:30:00-04:00,10/04/2024,13:30:00,167.7599945
257,2024-04-10 14:30:00-04:00,10/04/2024,14:30:00,168.2599945
258,2024-04-10 15:30:00-04:00,10/04/2024,15:30:00,167.75
259,2024-04-11 09:30:00-04:00,11/04/2024,9:30:00,168.7200012
260,2024-04-11 10:30:00-04:00,11/04/2024,10:30:00,169
261,2024-04-11 11:30:00-04:00,11/04/2024,11:30:00,169.9100037
262,2024-04-11 12:30:00-04:00,11/04/2024,12:30:00,172.1049957
263,2024-04-11 13:30:00-04:00,11/04/2024,13:30:00,174.1799927
264,2024-04-11 14:30:00-04:00,11/04/2024,14:30:00,174.7398987
265,2024-04-11 15:30:00-04:00,11/04/2024,15:30:00,175.0399933
266,2024-04-12 09:30:00-04:00,12/04/2024,9:30:00,176.75
267,2024-04-12 10:30:00-04:00,12/04/2024,10:30:00,176.254303
268,2024-04-12 11:30:00-04:00,12/04/2024,11:30:00,175.5899963
269,2024-04-12 12:30:00-04:00,12/04/2024,12:30:00,175.3500061
270,2024-04-12 13:30:00-04:00,12/04/2024,13:30:00,175.9700012
271,2024-04-12 14:30:00-04:00,12/04/2024,14:30:00,176.0175018
272,2024-04-12 15:30:00-04:00,12/04/2024,15:30:00,176.5650024
